Employee ID,Performance Score,Current Employee Rating,Training Date,Training Program Name,Training Type,Training Outcome,Training Duration(Days),Training Cost
3821,Fully Meets,3,30-Nov-22,Project Management,External,Passed,2,866.63
3822,Fully Meets,3,08-Dec-22,Technical Skills,Internal,Incomplete,5,357.58
3823,Needs Improvement,3,21-Sep-22,Communication Skills,External,Completed,4,516.9
3824,Fully Meets,3,18-Oct-22,Leadership Development,Internal,Completed,5,200.23
3825,Fully Meets,3,24-Sep-22,Leadership Development,Internal,Completed,1,728.77
3826,Fully Meets,3,21-Nov-22,Communication Skills,Internal,Completed,4,286.12
3827,Fully Meets,3,01-Feb-23,Communication Skills,Internal,Failed,5,997.15
3828,Fully Meets,3,13-Jun-23,Leadership Development,External,Failed,2,984.63
3829,Exceeds,3,24-Oct-22,Project Management,External,Incomplete,5,233.67
3830,PIP,3,15-Mar-23,Technical Skills,Internal,Completed,3,142.42
3831,Needs Improvement,3,22-Mar-23,Project Management,Internal,Failed,2,784.73
3833,PIP,3,23-Jun-23,Leadership Development,External,Completed,2,409.16
3834,Fully Meets,3,04-Jan-23,Technical Skills,External,Passed,1,700.53
3835,Fully Meets,3,05-Nov-22,Customer Service,External,Failed,3,439.63
3836,Fully Meets,3,29-Apr-23,Technical Skills,External,Incomplete,3,830.78
3837,PIP,3,22-Feb-23,Communication Skills,Internal,Failed,3,320.34
3838,PIP,3,19-Apr-23,Communication Skills,Internal,Failed,2,510.23
3839,PIP,3,12-Jun-23,Communication Skills,External,Failed,4,403.0
3840,Fully Meets,3,06-Nov-22,Technical Skills,External,Failed,4,170.61
3841,Fully Meets,3,24-Jan-23,Customer Service,External,Passed,4,872.91
3844,PIP,3,09-Jul-23,Project Management,External,Failed,5,603.67
3845,PIP,3,17-Aug-22,Project Management,Internal,Passed,5,546.24
3846,Fully Meets,3,11-Apr-23,Leadership Development,Internal,Incomplete,4,607.97
3847,Fully Meets,3,28-Mar-23,Technical Skills,Internal,Completed,4,130.59
3848,Fully Meets,3,18-Nov-22,Communication Skills,Internal,Incomplete,2,443.56
3849,Fully Meets,3,15-Mar-23,Leadership Development,External,Passed,3,436.47
3850,Fully Meets,3,01-Nov-22,Communication Skills,Internal,Completed,1,355.75
3854,Fully Meets,3,17-Oct-22,Communication Skills,External,Incomplete,5,913.62
3855,Fully Meets,3,02-Oct-22,Communication Skills,External,Passed,1,157.94
3856,PIP,3,12-Jul-23,Technical Skills,External,Completed,4,527.6
3857,PIP,3,24-Jul-23,Leadership Development,External,Completed,1,601.2
3858,Fully Meets,3,13-Jun-23,Project Management,External,Failed,4,478.88
3859,PIP,3,05-Jun-23,Communication Skills,External,Completed,1,838.69
3860,Fully Meets,3,10-Oct-22,Technical Skills,Internal,Completed,4,389.63
3861,PIP,3,29-Apr-23,Project Management,Internal,Passed,1,911.36
3863,PIP,3,16-Sep-22,Leadership Development,Internal,Incomplete,5,274.98
3865,Needs Improvement,3,03-Nov-22,Project Management,External,Completed,2,399.26
3866,Fully Meets,3,04-Dec-22,Customer Service,Internal,Incomplete,4,993.08
3867,Fully Meets,3,07-Sep-22,Communication Skills,External,Failed,4,540.57
3868,Fully Meets,3,27-Sep-22,Project Management,Internal,Completed,3,272.58
3869,Fully Meets,3,19-Mar-23,Project Management,External,Completed,2,905.51
3870,Fully Meets,3,10-Mar-23,Technical Skills,External,Completed,1,919.25
3871,Fully Meets,3,15-Apr-23,Technical Skills,External,Completed,5,979.98
3872,Fully Meets,3,26-Feb-23,Communication Skills,Internal,Completed,3,499.86
3873,Fully Meets,3,10-Mar-23,Project Management,Internal,Completed,3,598.22
3874,Fully Meets,3,03-Oct-22,Project Management,External,Passed,2,421.93
3875,Fully Meets,3,10-Jun-23,Leadership Development,External,Incomplete,2,860.22
3876,PIP,3,10-Nov-22,Leadership Development,External,Failed,1,946.23
3877,PIP,3,04-Jun-23,Communication Skills,External,Passed,1,888.55
3878,Fully Meets,3,28-Dec-22,Customer Service,Internal,Passed,5,749.69
3879,Fully Meets,3,11-Apr-23,Project Management,Internal,Incomplete,2,613.95
3880,Fully Meets,3,25-Sep-22,Communication Skills,Internal,Completed,3,934.92
3881,Fully Meets,3,25-Oct-22,Project Management,External,Failed,3,170.61
3882,Fully Meets,3,02-Jun-23,Customer Service,Internal,Completed,2,654.09
3883,Fully Meets,3,05-Jul-23,Communication Skills,Internal,Incomplete,2,842.6
3884,Fully Meets,3,17-Sep-22,Customer Service,External,Passed,1,789.88
3885,Fully Meets,3,19-Aug-22,Communication Skills,External,Failed,2,324.81
3886,Fully Meets,3,28-Nov-22,Technical Skills,External,Passed,4,298.1
3889,Fully Meets,3,02-Aug-23,Technical Skills,External,Incomplete,1,292.8
3890,Fully Meets,3,08-Jan-23,Project Management,External,Completed,4,596.62
3891,Fully Meets,3,08-Apr-23,Leadership Development,External,Passed,5,774.74
3892,Fully Meets,3,10-Oct-22,Technical Skills,External,Completed,5,894.59
3893,Fully Meets,3,16-Sep-22,Leadership Development,External,Failed,1,242.36
3894,Fully Meets,3,02-Dec-22,Leadership Development,External,Failed,4,533.27
3895,Fully Meets,3,22-Apr-23,Technical Skills,External,Completed,1,983.77
3896,Fully Meets,3,06-Apr-23,Technical Skills,Internal,Passed,4,293.64
3897,Fully Meets,3,04-Aug-23,Technical Skills,Internal,Incomplete,3,380.61
3900,Fully Meets,3,02-May-23,Technical Skills,Internal,Passed,5,143.21
3901,Fully Meets,3,11-May-23,Customer Service,External,Failed,1,876.73
3902,Fully Meets,3,11-Jan-23,Leadership Development,External,Failed,4,768.05
3903,Fully Meets,3,01-Jun-23,Communication Skills,External,Incomplete,4,153.15
3904,Fully Meets,3,17-Jun-23,Project Management,External,Passed,5,339.73
3905,Fully Meets,3,18-Dec-22,Project Management,Internal,Failed,3,233.22
3906,Fully Meets,3,19-Feb-23,Project Management,Internal,Completed,2,735.44
3907,Fully Meets,3,06-Dec-22,Technical Skills,External,Incomplete,3,281.7
3908,Needs Improvement,3,20-Sep-22,Project Management,External,Failed,1,489.69
3909,Needs Improvement,3,04-Jan-23,Project Management,Internal,Failed,4,436.23
3910,Needs Improvement,3,07-May-23,Leadership Development,External,Incomplete,5,248.85
3911,Fully Meets,3,09-Sep-22,Customer Service,External,Failed,5,395.22
3914,Exceeds,3,24-Feb-23,Leadership Development,Internal,Failed,1,559.86
3915,Fully Meets,3,01-Apr-23,Leadership Development,External,Completed,2,602.21
3916,Fully Meets,3,16-Mar-23,Communication Skills,External,Passed,4,343.6
3917,Exceeds,3,28-Mar-23,Project Management,Internal,Failed,3,328.89
3918,Fully Meets,3,10-Oct-22,Communication Skills,External,Completed,3,701.83
3919,Fully Meets,3,28-Jul-23,Customer Service,External,Completed,5,229.03
3920,Fully Meets,3,04-Jun-23,Customer Service,Internal,Failed,3,809.39
3921,Fully Meets,3,04-Jun-23,Customer Service,External,Completed,5,393.54
3922,Fully Meets,3,18-Mar-23,Communication Skills,External,Incomplete,1,629.74
3923,Exceeds,3,27-Dec-22,Project Management,External,Failed,2,378.39
3924,Fully Meets,3,08-Sep-22,Customer Service,External,Passed,2,715.98
3926,Needs Improvement,3,25-Jul-23,Customer Service,Internal,Incomplete,2,449.35
3927,Fully Meets,3,05-Mar-23,Customer Service,External,Completed,2,878.67
3928,Fully Meets,3,11-Sep-22,Leadership Development,Internal,Failed,1,799.99
3929,Fully Meets,3,11-Jul-23,Technical Skills,Internal,Failed,3,617.52
3930,Fully Meets,3,30-May-23,Leadership Development,External,Failed,5,522.86
3931,Fully Meets,3,12-Nov-22,Customer Service,External,Failed,5,685.82
3932,Fully Meets,3,27-Feb-23,Technical Skills,Internal,Completed,5,898.93
3933,Fully Meets,3,23-Aug-22,Communication Skills,Internal,Incomplete,1,559.55
3934,Fully Meets,3,16-Feb-23,Project Management,Internal,Completed,5,219.78
3935,Fully Meets,3,16-Jul-23,Customer Service,Internal,Passed,5,223.6
3936,Fully Meets,3,14-May-23,Communication Skills,Internal,Completed,4,283.29
3937,Fully Meets,3,02-Apr-23,Communication Skills,Internal,Completed,2,935.28
3938,Fully Meets,3,30-Jul-23,Technical Skills,External,Completed,2,892.83
3939,Fully Meets,3,18-May-23,Technical Skills,Internal,Passed,4,318.19
3940,Fully Meets,3,11-Aug-22,Project Management,External,Failed,5,305.31
3941,Fully Meets,3,13-Sep-22,Project Management,External,Incomplete,5,756.43
3942,PIP,3,28-Jan-23,Customer Service,External,Completed,5,940.22
3943,Fully Meets,3,15-May-23,Communication Skills,External,Failed,3,282.37
3944,Fully Meets,3,19-Aug-22,Technical Skills,External,Completed,1,627.14
3945,PIP,3,29-Aug-22,Communication Skills,External,Incomplete,2,864.5
3946,Fully Meets,3,15-Jul-23,Leadership Development,External,Passed,4,981.64
3947,Fully Meets,3,14-Jan-23,Project Management,Internal,Failed,3,456.02
3948,Fully Meets,3,02-Apr-23,Leadership Development,External,Passed,5,350.68
3950,Fully Meets,3,22-Apr-23,Technical Skills,Internal,Completed,2,119.24
3951,Fully Meets,3,08-Apr-23,Project Management,Internal,Completed,5,532.41
3952,Fully Meets,3,16-Jul-23,Project Management,External,Incomplete,5,625.95
3953,Fully Meets,3,31-May-23,Customer Service,Internal,Passed,2,779.08
3954,Fully Meets,3,11-May-23,Leadership Development,External,Completed,1,497.09
3955,Fully Meets,3,14-Mar-23,Technical Skills,External,Failed,1,762.36
3956,Fully Meets,3,21-Oct-22,Customer Service,External,Failed,4,611.15
3957,Fully Meets,3,22-Jun-23,Communication Skills,Internal,Passed,3,724.95
3958,PIP,3,21-Dec-22,Technical Skills,Internal,Completed,5,332.9
3959,Fully Meets,3,30-Jan-23,Communication Skills,Internal,Incomplete,5,116.9
3960,Fully Meets,3,19-Mar-23,Communication Skills,External,Completed,1,430.46
3961,Fully Meets,3,05-Feb-23,Leadership Development,Internal,Passed,5,881.61
3962,Fully Meets,3,04-Nov-22,Customer Service,Internal,Failed,3,454.92
3963,Fully Meets,3,15-Apr-23,Customer Service,External,Completed,2,381.88
3965,Fully Meets,3,20-Jun-23,Technical Skills,Internal,Completed,4,198.58
3967,Fully Meets,3,16-May-23,Customer Service,External,Failed,4,683.96
3968,Fully Meets,3,02-Dec-22,Technical Skills,External,Completed,3,891.63
3969,Exceeds,3,01-Mar-23,Technical Skills,Internal,Failed,4,701.87
3970,Exceeds,3,25-Feb-23,Technical Skills,Internal,Incomplete,4,216.73
3971,Fully Meets,3,16-Aug-22,Project Management,External,Passed,5,482.47
3972,Fully Meets,3,25-Apr-23,Leadership Development,External,Incomplete,5,853.57
3973,Exceeds,3,14-Nov-22,Leadership Development,Internal,Passed,1,202.97
3974,Exceeds,3,27-Apr-23,Communication Skills,Internal,Passed,1,487.4
3975,Fully Meets,3,08-May-23,Leadership Development,External,Completed,2,669.81
3976,Fully Meets,3,22-Apr-23,Leadership Development,Internal,Completed,1,645.02
3977,Fully Meets,3,13-Oct-22,Technical Skills,External,Completed,2,157.4
3978,Fully Meets,3,15-May-23,Project Management,External,Failed,1,131.98
3980,Exceeds,3,27-Jul-23,Communication Skills,External,Incomplete,1,695.56
3981,Fully Meets,3,22-Dec-22,Communication Skills,External,Passed,2,869.96
3982,Needs Improvement,3,09-Dec-22,Technical Skills,Internal,Completed,1,189.91
3983,Exceeds,3,24-Jul-23,Project Management,External,Failed,5,407.96
3984,Fully Meets,3,07-Aug-22,Communication Skills,Internal,Incomplete,1,202.91
3985,Fully Meets,3,16-Oct-22,Communication Skills,Internal,Passed,4,956.95
3986,Fully Meets,3,15-Oct-22,Technical Skills,External,Passed,5,813.03
3987,Exceeds,3,24-Aug-22,Project Management,External,Passed,1,962.54
3989,Fully Meets,3,22-Jan-23,Communication Skills,Internal,Passed,5,866.51
3991,Fully Meets,3,19-Sep-22,Customer Service,Internal,Completed,4,716.52
3992,Fully Meets,3,13-Sep-22,Project Management,External,Completed,3,323.25
3993,Fully Meets,3,27-Jan-23,Communication Skills,Internal,Failed,2,229.0
3994,Fully Meets,3,11-Feb-23,Customer Service,Internal,Failed,1,861.91
3995,Exceeds,3,23-Dec-22,Project Management,External,Incomplete,3,803.73
3996,Fully Meets,3,09-Jan-23,Customer Service,Internal,Failed,2,808.51
3997,Needs Improvement,3,19-Sep-22,Project Management,External,Failed,4,629.16
3998,Fully Meets,3,26-Sep-22,Customer Service,External,Completed,1,994.09
3999,Exceeds,3,02-Jul-23,Leadership Development,Internal,Incomplete,5,477.78
4000,Fully Meets,3,06-Oct-22,Leadership Development,Internal,Completed,4,951.27
1001,Fully Meets,3,21-Sep-22,Customer Service,Internal,Failed,4,510.83
1002,Fully Meets,3,19-Jul-23,Leadership Development,Internal,Failed,2,582.37
1003,Fully Meets,3,24-Feb-23,Technical Skills,Internal,Incomplete,4,777.06
1004,Fully Meets,3,12-Jan-23,Customer Service,Internal,Completed,2,824.3
1005,Fully Meets,3,12-May-23,Communication Skills,External,Passed,4,145.99
1006,Fully Meets,3,08-May-23,Project Management,Internal,Failed,2,838.07
1007,Fully Meets,3,14-May-23,Leadership Development,External,Failed,2,667.32
1008,Fully Meets,3,02-Aug-23,Technical Skills,External,Incomplete,2,758.18
1009,Fully Meets,3,21-Aug-22,Customer Service,Internal,Incomplete,2,101.21
1010,Fully Meets,3,19-Aug-22,Communication Skills,External,Incomplete,5,332.25
1011,Fully Meets,3,06-Nov-22,Communication Skills,Internal,Completed,1,803.98
1012,Fully Meets,3,28-Mar-23,Technical Skills,External,Failed,3,887.08
1013,Fully Meets,3,08-Apr-23,Project Management,External,Incomplete,2,657.85
1014,Fully Meets,3,21-Feb-23,Customer Service,External,Incomplete,2,895.49
1015,Fully Meets,3,13-May-23,Leadership Development,External,Passed,1,539.0
1016,Fully Meets,3,30-Apr-23,Communication Skills,External,Completed,2,606.68
1017,Fully Meets,3,14-Nov-22,Technical Skills,External,Passed,3,265.73
1018,Fully Meets,3,25-Mar-23,Project Management,Internal,Incomplete,2,673.29
1019,Fully Meets,3,26-Oct-22,Project Management,External,Passed,5,436.98
1020,Fully Meets,3,30-Dec-22,Technical Skills,External,Passed,4,578.58
1021,Fully Meets,3,10-Mar-23,Technical Skills,Internal,Failed,1,647.16
1022,Fully Meets,3,12-Jan-23,Project Management,Internal,Failed,1,664.23
1023,Fully Meets,3,19-Oct-22,Project Management,Internal,Failed,4,893.07
1024,Fully Meets,3,11-Oct-22,Project Management,External,Completed,5,868.98
1025,Fully Meets,3,13-Jan-23,Project Management,Internal,Incomplete,5,761.95
1026,Fully Meets,3,17-Apr-23,Communication Skills,External,Incomplete,4,431.57
1027,Fully Meets,3,16-Mar-23,Communication Skills,External,Incomplete,4,357.57
1028,Fully Meets,3,19-Jan-23,Technical Skills,Internal,Incomplete,3,804.06
1029,Fully Meets,3,25-Feb-23,Project Management,Internal,Failed,5,729.41
1030,Fully Meets,3,04-Jan-23,Communication Skills,Internal,Completed,1,169.46
1031,Fully Meets,3,26-Dec-22,Communication Skills,Internal,Failed,1,833.28
1032,Fully Meets,3,07-Dec-22,Technical Skills,External,Completed,3,482.23
1033,Fully Meets,3,20-Jun-23,Communication Skills,Internal,Incomplete,4,169.85
1034,Fully Meets,3,10-Nov-22,Leadership Development,Internal,Failed,1,570.62
1035,Fully Meets,3,11-Mar-23,Communication Skills,Internal,Completed,2,724.14
1036,Fully Meets,3,10-Dec-22,Customer Service,External,Failed,3,305.98
1037,Fully Meets,3,25-Oct-22,Leadership Development,Internal,Failed,2,646.76
1038,Fully Meets,3,28-Jul-23,Customer Service,External,Failed,2,516.89
1039,Fully Meets,3,24-Jan-23,Customer Service,External,Passed,5,520.41
1040,Fully Meets,3,01-Dec-22,Technical Skills,Internal,Completed,5,712.84
1041,Fully Meets,3,07-Mar-23,Customer Service,Internal,Completed,3,871.12
1042,Fully Meets,3,05-Oct-22,Project Management,Internal,Passed,1,228.11
1043,Fully Meets,3,10-Aug-22,Communication Skills,External,Completed,2,289.93
1044,Fully Meets,3,13-Sep-22,Technical Skills,External,Incomplete,4,920.78
1045,Fully Meets,3,11-Jun-23,Customer Service,External,Completed,2,690.41
1046,Fully Meets,3,28-Jul-23,Leadership Development,Internal,Failed,2,211.39
1047,Fully Meets,3,27-Nov-22,Project Management,Internal,Passed,2,606.63
1048,Fully Meets,3,02-Dec-22,Leadership Development,Internal,Completed,5,503.99
1049,Fully Meets,3,20-Nov-22,Leadership Development,Internal,Completed,2,518.54
1050,Fully Meets,3,03-Aug-23,Customer Service,Internal,Completed,1,846.43
1051,Fully Meets,3,13-Oct-22,Leadership Development,Internal,Passed,3,572.94
1052,Fully Meets,3,25-Oct-22,Communication Skills,Internal,Incomplete,4,234.76
1053,Fully Meets,3,19-Dec-22,Communication Skills,External,Passed,4,704.7
1054,Fully Meets,3,04-Nov-22,Technical Skills,External,Failed,3,533.97
1055,Fully Meets,3,15-Nov-22,Customer Service,Internal,Passed,2,125.7
1056,Fully Meets,3,16-Feb-23,Leadership Development,Internal,Completed,2,442.06
1057,Fully Meets,3,23-Oct-22,Project Management,Internal,Failed,4,649.23
1058,Fully Meets,3,01-Apr-23,Project Management,External,Incomplete,1,855.67
1059,Fully Meets,3,16-Sep-22,Technical Skills,Internal,Incomplete,3,256.82
1060,Fully Meets,3,06-Sep-22,Project Management,Internal,Completed,1,770.84
1061,Fully Meets,3,01-Aug-23,Project Management,Internal,Incomplete,2,862.33
1062,Fully Meets,3,27-Nov-22,Technical Skills,Internal,Failed,5,702.84
1063,Fully Meets,3,15-Oct-22,Technical Skills,Internal,Completed,1,523.82
1064,Fully Meets,3,06-Oct-22,Leadership Development,External,Passed,1,819.86
1065,Fully Meets,3,09-Dec-22,Technical Skills,External,Passed,4,486.01
1066,Fully Meets,3,14-Jun-23,Communication Skills,Internal,Completed,5,769.42
1067,Fully Meets,3,24-Jun-23,Project Management,External,Completed,5,857.65
1068,Fully Meets,3,06-Nov-22,Communication Skills,External,Completed,1,238.27
1069,Fully Meets,3,22-Aug-22,Communication Skills,Internal,Failed,5,886.06
1070,Fully Meets,3,14-Jan-23,Technical Skills,Internal,Failed,1,943.8
1071,Fully Meets,3,16-Mar-23,Communication Skills,Internal,Completed,5,234.26
1072,Fully Meets,3,19-May-23,Technical Skills,Internal,Passed,5,179.91
1073,Fully Meets,3,03-Oct-22,Project Management,Internal,Failed,4,306.3
1074,Fully Meets,3,07-Jul-23,Project Management,Internal,Passed,5,103.42
1075,Fully Meets,3,16-May-23,Project Management,Internal,Passed,4,573.29
1076,Fully Meets,3,07-Nov-22,Technical Skills,External,Incomplete,4,619.61
1077,Fully Meets,3,21-Dec-22,Project Management,Internal,Incomplete,1,947.17
1078,Fully Meets,3,24-Mar-23,Project Management,External,Passed,1,597.64
1079,Fully Meets,3,15-Apr-23,Communication Skills,External,Incomplete,5,861.1
1080,Fully Meets,3,22-Apr-23,Customer Service,External,Passed,4,199.14
1081,Fully Meets,3,05-Jun-23,Communication Skills,External,Failed,3,526.08
1082,Fully Meets,3,22-Apr-23,Customer Service,External,Incomplete,5,662.15
1083,Fully Meets,3,18-Nov-22,Project Management,External,Completed,4,869.89
1084,Fully Meets,3,17-Dec-22,Leadership Development,External,Completed,3,295.4
1085,Fully Meets,3,01-Nov-22,Customer Service,External,Passed,5,993.13
1086,Fully Meets,3,15-Jul-23,Leadership Development,External,Completed,2,641.69
1087,Fully Meets,3,10-May-23,Technical Skills,Internal,Incomplete,5,197.34
1088,Fully Meets,3,17-May-23,Leadership Development,External,Failed,2,235.15
1089,Fully Meets,3,27-May-23,Technical Skills,Internal,Passed,2,697.28
1090,Fully Meets,3,21-Mar-23,Communication Skills,External,Completed,1,910.33
1091,Fully Meets,3,20-Oct-22,Customer Service,Internal,Incomplete,2,213.91
